Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Identifier_encoded
FDO45,13.15,Regular,0.038167453,2277.3217391666685,89.4856,OUT017,2007,High,2323.990558850987,2316.1811481083005,1230.3984,0.5939704939063503
FDG41,8.84,Regular,0.076547632,2132.8677436915864,109.5228,OUT035,2004,Small,2323.990558850987,2316.1811481083005,1657.842,0.5965362411802437
DRC13,8.26,Regular,0.0,2006.5117348314586,122.573,OUT045,2002,High,2323.990558850987,2316.1811481083005,739.038,0.5958948043617703
FDX50,20.1,Low Fat,0.074931201,2232.5425970674487,108.9228,OUT018,2009,Medium,2279.6276513432786,1995.4987392241392,1105.228,0.5952533675432969
FDK56,9.695,Low Fat,0.0,2289.009591558443,185.1898,OUT035,2004,Small,2323.990558850987,2316.1811481083005,2619.2572,0.5965362411802437
NCL18,18.85,Low Fat,0.16758389,2258.7843002197783,194.6136,OUT046,1997,Small,1876.9091591289784,2316.1811481083005,2721.7904,0.5965362411802437
FDN57,18.25,Low Fat,0.054318517000000004,2277.3217391666685,140.9154,OUT049,1999,Medium,1876.9091591289784,2316.1811481083005,6381.693,0.5965362411802437
FDX03,12.857645184135976,Regular,0.060800115999999994,2158.9779105882344,44.4744,OUT027,1985,Medium,2279.6276513432786,3694.038557647059,769.6648,0.5997434252726106
NCU17,5.32,Low Fat,0.0,2010.0002650000006,101.7674,OUT013,1987,High,2279.6276513432786,2316.1811481083005,1120.5414,0.5978191148171905
FDL14,8.115,Regular,0.032152786,2225.194903852079,157.3972,OUT035,2004,Small,2323.990558850987,2316.1811481083005,1869.5664,0.5965362411802437
NCU18,15.1,Low Fat,0.055840055,2258.7843002197783,139.8496,OUT046,1997,Small,1876.9091591289784,2316.1811481083005,1411.496,0.5965362411802437
NCH43,8.42,Low Fat,0.070968081,2258.7843002197783,215.9192,OUT017,2007,High,2323.990558850987,2316.1811481083005,1941.4728,0.5939704939063503
FDH41,9.0,Low Fat,0.08199601299999999,2132.8677436915864,216.2534,OUT035,2004,Small,2323.990558850987,2316.1811481083005,4301.068,0.5965362411802437
FDS28,8.18,Regular,0.08273726099999999,2132.8677436915864,57.3588,OUT018,2009,Medium,2279.6276513432786,1995.4987392241392,343.5528,0.5952533675432969
FDG02,12.857645184135976,Low Fat,0.011206632,2225.194903852079,191.4188,OUT027,1985,Medium,2279.6276513432786,3694.038557647059,3998.7948,0.5997434252726106
FDS40,15.35,Low Fat,0.014047825,2132.8677436915864,36.719,OUT045,2002,High,2323.990558850987,2316.1811481083005,585.904,0.5958948043617703
FDD10,20.6,Regular,0.045982389000000005,2277.3217391666685,177.0344,OUT013,1987,High,2279.6276513432786,2316.1811481083005,535.3032,0.5978191148171905
DRQ35,9.3,Low Fat,0.042256257,2139.2216224299054,124.4388,OUT013,1987,High,2279.6276513432786,2316.1811481083005,1609.9044,0.5978191148171905
NCL05,19.6,Low Fat,0.0,2010.0002650000006,42.876999999999995,OUT049,1999,Medium,1876.9091591289784,2316.1811481083005,649.155,0.5965362411802437
FDJ48,11.3,Low Fat,0.056424145999999994,1952.9712070987655,247.8118,OUT035,2004,Small,2323.990558850987,2316.1811481083005,2223.1062,0.5965362411802437
FDV21,12.857645184135976,Low Fat,0.170254469,2277.3217391666685,124.8704,OUT027,1985,Medium,2279.6276513432786,3694.038557647059,2127.8968,0.5997434252726106
FDJ26,15.3,Regular,0.084749164,2225.194903852079,215.5218,OUT035,2004,Small,2323.990558850987,2316.1811481083005,4060.7142,0.5965362411802437
NCN05,8.235,Low Fat,0.014541462,2010.0002650000006,184.495,OUT017,2007,High,2323.990558850987,2316.1811481083005,3844.995,0.5939704939063503
FDK09,15.2,Low Fat,0.091763303,2277.3217391666685,228.5352,OUT046,1997,Small,1876.9091591289784,2316.1811481083005,1832.2816,0.5965362411802437
FDM56,12.857645184135976,Low Fat,0.069851683,2289.009591558443,110.9912,OUT027,1985,Medium,2279.6276513432786,3694.038557647059,1310.2944,0.5997434252726106
DRF25,9.0,Low Fat,0.039004193,2006.5117348314586,37.019,OUT045,2002,High,2323.990558850987,2316.1811481083005,659.1419999999999,0.5958948043617703
FDG14,9.0,Regular,0.05060313,2225.194903852079,150.9024,OUT045,2002,High,2323.990558850987,2316.1811481083005,4402.2696,0.5958948043617703
FDZ31,15.35,Regular,0.113195815,2289.009591558443,190.8504,OUT035,2004,Small,2323.990558850987,2316.1811481083005,3643.2576,0.5965362411802437
FDU21,12.857645184135976,Regular,0.134327613,2277.3217391666685,35.0558,OUT019,1985,Small,1876.9091591289784,339.8285004616805,33.9558,0.33867864015394483
FDC57,20.1,Regular,0.054584207,2289.009591558443,193.382,OUT035,2004,Small,2323.990558850987,2316.1811481083005,4247.804,0.5965362411802437
FDU46,10.3,Regular,0.018623146,2277.3217391666685,87.854,OUT010,1998,High,2279.6276513432786,339.8285004616805,259.66200000000003,0.3559974342527261
FDU22,12.35,Low Fat,0.09327891199999999,2277.3217391666685,118.7124,OUT035,2004,Small,2323.990558850987,2316.1811481083005,2607.2728,0.5965362411802437
DRG23,8.88,Low Fat,0.086957199,2139.2216224299054,152.5682,OUT045,2002,High,2323.990558850987,2316.1811481083005,1372.2138,0.5958948043617703
FDR23,15.85,Low Fat,0.13689554,2204.132226294819,176.437,OUT010,1998,High,2279.6276513432786,339.8285004616805,529.311,0.3559974342527261
FDI14,14.1,Low Fat,0.090043082,2225.194903852079,140.1496,OUT018,2009,Medium,2279.6276513432786,1995.4987392241392,846.8976,0.5952533675432969
NCN42,20.25,Low Fat,0.014251461000000002,2258.7843002197783,148.6418,OUT045,2002,High,2323.990558850987,2316.1811481083005,2648.5524,0.5958948043617703
NCM41,16.5,Low Fat,0.035711426,2010.0002650000006,93.61200000000001,OUT049,1999,Medium,1876.9091591289784,2316.1811481083005,1584.604,0.5965362411802437
FDT55,13.6,Regular,0.043655155,2289.009591558443,156.7946,OUT046,1997,Small,1876.9091591289784,2316.1811481083005,3629.2758,0.5965362411802437
DRY23,12.857645184135976,Regular,0.10856806699999999,2006.5117348314586,42.9112,OUT027,1985,Medium,2279.6276513432786,3694.038557647059,809.6128,0.5997434252726106
FDL46,20.35,Low Fat,0.090480214,2277.3217391666685,119.5466,OUT010,1998,High,2279.6276513432786,339.8285004616805,117.8466,0.3559974342527261
FDQ57,7.275,Low Fat,0.027942357,2277.3217391666685,145.076,OUT035,2004,Small,2323.990558850987,2316.1811481083005,1611.236,0.5965362411802437
FDQ16,19.7,Low Fat,0.041730507,2132.8677436915864,109.2912,OUT035,2004,Small,2323.990558850987,2316.1811481083005,2402.2064,0.5965362411802437
FDZ52,12.857645184135976,Low Fat,0.099589909,2132.8677436915864,109.1886,OUT027,1985,Medium,2279.6276513432786,3694.038557647059,4225.1668,0.5997434252726106
FDL16,12.857645184135976,Low Fat,0.294939214,2132.8677436915864,47.106,OUT019,1985,Small,1876.9091591289784,339.8285004616805,139.81799999999998,0.33867864015394483
NCX18,14.15,Low Fat,0.008829805999999999,2258.7843002197783,196.81099999999998,OUT018,2009,Medium,2279.6276513432786,1995.4987392241392,4517.4529999999995,0.5952533675432969
FDM34,19.0,Low Fat,0.067722325,2277.3217391666685,130.8626,OUT018,2009,Medium,2279.6276513432786,1995.4987392241392,1573.9512,0.5952533675432969
FDG60,12.857645184135976,Low Fat,0.060405784000000004,1952.9712070987655,234.5616,OUT027,1985,Medium,2279.6276513432786,3694.038557647059,6796.4864,0.5997434252726106
NCA06,20.5,Low Fat,0.0,2258.7843002197783,37.119,OUT018,2009,Medium,2279.6276513432786,1995.4987392241392,842.237,0.5952533675432969
DRD12,6.96,Low Fat,0.077193561,2006.5117348314586,89.9146,OUT046,1997,Small,1876.9091591289784,2316.1811481083005,1277.0044,0.5965362411802437
FDP04,15.35,Low Fat,0.013869039,2132.8677436915864,62.5168,OUT018,2009,Medium,2279.6276513432786,1995.4987392241392,447.4176,0.5952533675432969
NCH30,17.1,Low Fat,0.067290244,2258.7843002197783,114.586,OUT045,2002,High,2323.990558850987,2316.1811481083005,1584.604,0.5958948043617703
FDS04,10.195,Regular,0.146960375,2132.8677436915864,142.2838,OUT045,2002,High,2323.990558850987,2316.1811481083005,1685.8056,0.5958948043617703
FDQ13,12.857645184135976,Low Fat,0.018632082,2225.194903852079,82.9908,OUT019,1985,Small,1876.9091591289784,339.8285004616805,503.3448,0.33867864015394483
FDU59,5.78,Low Fat,0.096536082,2204.132226294819,162.8552,OUT049,1999,Medium,1876.9091591289784,2316.1811481083005,3574.0144,0.5965362411802437
DRG11,6.385,Low Fat,0.084008316,2139.2216224299054,108.2596,OUT045,2002,High,2323.990558850987,2316.1811481083005,1186.4556,0.5958948043617703
FDA36,12.857645184135976,Low Fat,0.005638944,1952.9712070987655,184.9924,OUT027,1985,Medium,2279.6276513432786,3694.038557647059,3146.5708,0.5997434252726106
FDA15,9.3,Low Fat,0.01601936,2232.5425970674487,248.5092,OUT035,2004,Small,2323.990558850987,2316.1811481083005,6474.2392,0.5965362411802437
FDZ03,13.65,Regular,0.13187274,2232.5425970674487,188.024,OUT010,1998,High,2279.6276513432786,339.8285004616805,745.696,0.3559974342527261
FDJ16,9.195,Low Fat,0.114863923,2132.8677436915864,59.0246,OUT035,2004,Small,2323.990558850987,2316.1811481083005,1853.5872,0.5965362411802437
FDZ12,9.17,Low Fat,0.103138922,1952.9712070987655,141.747,OUT049,1999,Medium,1876.9091591289784,2316.1811481083005,3006.087,0.5965362411802437
FDH09,12.6,Low Fat,0.056191301,2326.065928125,53.2982,OUT045,2002,High,2323.990558850987,2316.1811481083005,736.3748,0.5958948043617703
FDT13,14.85,Low Fat,0.01867669,2225.194903852079,188.7214,OUT017,2007,High,2323.990558850987,2316.1811481083005,3956.8494,0.5939704939063503
FDU20,19.35,Regular,0.021578923,2289.009591558443,120.5098,OUT017,2007,High,2323.990558850987,2316.1811481083005,1807.6470000000002,0.5939704939063503
DRH25,18.7,Low Fat,0.0,2006.5117348314586,52.2324,OUT035,2004,Small,2323.990558850987,2316.1811481083005,467.3916,0.5965362411802437
FDK26,5.46,Regular,0.032242661,2225.194903852079,187.62400000000002,OUT045,2002,High,2323.990558850987,2316.1811481083005,3542.0559999999996,0.5958948043617703
FDU32,8.785,Low Fat,0.025962713999999998,2289.009591558443,120.9414,OUT035,2004,Small,2323.990558850987,2316.1811481083005,1949.4624,0.5965362411802437
FDI22,12.6,Low Fat,0.096407554,2277.3217391666685,210.8612,OUT045,2002,High,2323.990558850987,2316.1811481083005,3344.9792,0.5958948043617703
NCB54,8.76,Low Fat,0.050256604,2010.0002650000006,127.3336,OUT018,2009,Medium,2279.6276513432786,1995.4987392241392,2684.5056,0.5952533675432969
FDX46,12.3,Regular,0.05823462099999999,2277.3217391666685,58.7562,OUT045,2002,High,2323.990558850987,2316.1811481083005,592.562,0.5958948043617703
NCC07,19.6,Low Fat,0.023931217,2258.7843002197783,103.1964,OUT013,1987,High,2279.6276513432786,2316.1811481083005,736.3748,0.5978191148171905
FDQ34,12.857645184135976,Low Fat,0.28406587899999997,2277.3217391666685,105.5622,OUT019,1985,Small,1876.9091591289784,339.8285004616805,211.7244,0.33867864015394483
FDM16,8.155,Regular,0.033692089,2132.8677436915864,76.2354,OUT018,2009,Medium,2279.6276513432786,1995.4987392241392,1279.0018,0.5952533675432969
FDJ55,12.857645184135976,Regular,0.023417003999999998,2158.9779105882344,223.8404,OUT027,1985,Medium,2279.6276513432786,3694.038557647059,7201.2928,0.5997434252726106
DRI01,7.97,Low Fat,0.034647829,2006.5117348314586,171.2422,OUT017,2007,High,2323.990558850987,2316.1811481083005,3103.9596,0.5939704939063503
FDD50,18.85,Low Fat,0.142219209,2225.194903852079,167.6132,OUT018,2009,Medium,2279.6276513432786,1995.4987392241392,1522.0188,0.5952533675432969
FDJ08,11.1,Low Fat,0.11089655,2289.009591558443,191.5846,OUT045,2002,High,2323.990558850987,2316.1811481083005,2101.9306,0.5958948043617703
NCK18,9.6,Low Fat,0.006708517,2258.7843002197783,164.6184,OUT049,1999,Medium,1876.9091591289784,2316.1811481083005,2972.1312,0.5965362411802437
FDQ14,9.27,Low Fat,0.10341925699999999,2232.5425970674487,148.105,OUT010,1998,High,2279.6276513432786,339.8285004616805,149.805,0.3559974342527261
FDS51,13.35,Low Fat,0.032180494,2158.9779105882344,61.2194,OUT046,1997,Small,1876.9091591289784,2316.1811481083005,433.4358,0.5965362411802437
FDA04,11.3,Regular,0.066717378,2132.8677436915864,260.8962,OUT035,2004,Small,2323.990558850987,2316.1811481083005,4920.9278,0.5965362411802437
FDP10,19.0,Low Fat,0.128814669,2277.3217391666685,107.6622,OUT017,2007,High,2323.990558850987,2316.1811481083005,1164.4842,0.5939704939063503
FDT36,12.3,Low Fat,0.111500259,1952.9712070987655,35.6874,OUT045,2002,High,2323.990558850987,2316.1811481083005,846.8976,0.5958948043617703
FDH38,6.425,Low Fat,0.010497273,2225.194903852079,118.3808,OUT017,2007,High,2323.990558850987,2316.1811481083005,2812.3392,0.5939704939063503
FDC16,11.5,Regular,0.020653603,2232.5425970674487,84.954,OUT018,2009,Medium,2279.6276513432786,1995.4987392241392,865.54,0.5952533675432969
FDF17,5.19,Low Fat,0.042687151,2132.8677436915864,195.91099999999997,OUT049,1999,Medium,1876.9091591289784,2316.1811481083005,2946.165,0.5965362411802437
FDU23,12.15,Low Fat,0.021705417,2204.132226294819,163.5184,OUT013,1987,High,2279.6276513432786,2316.1811481083005,3137.2496,0.5978191148171905
FDB34,15.25,Low Fat,0.026651183999999998,2277.3217391666685,86.6198,OUT049,1999,Medium,1876.9091591289784,2316.1811481083005,1657.1762,0.5965362411802437
FDW26,11.8,Regular,0.106968096,2232.5425970674487,221.6772,OUT013,1987,High,2279.6276513432786,2316.1811481083005,3113.2808,0.5978191148171905
FDP45,15.7,Regular,0.030686952000000003,2277.3217391666685,253.4724,OUT045,2002,High,2323.990558850987,2316.1811481083005,1510.0344,0.5958948043617703
FDD38,16.75,Regular,0.008191729,2225.194903852079,103.5674,OUT046,1997,Small,1876.9091591289784,2316.1811481083005,1629.8784,0.5965362411802437
FDM60,10.8,Regular,0.048218142,1952.9712070987655,42.2138,OUT049,1999,Medium,1876.9091591289784,2316.1811481083005,690.4346,0.5965362411802437
FDW26,11.8,Regular,0.10703694300000001,2232.5425970674487,220.3772,OUT035,2004,Small,2323.990558850987,2316.1811481083005,4447.544,0.5965362411802437
FDV51,12.857645184135976,Low Fat,0.032381325,2158.9779105882344,166.1842,OUT027,1985,Medium,2279.6276513432786,3694.038557647059,5470.8786,0.5997434252726106
FDT33,7.81,Regular,0.034043502999999996,2277.3217391666685,168.7158,OUT049,1999,Medium,1876.9091591289784,2316.1811481083005,2673.8528,0.5965362411802437
FDQ40,11.1,Regular,0.036027524,2132.8677436915864,177.2712,OUT046,1997,Small,1876.9091591289784,2316.1811481083005,3339.6528,0.5965362411802437
FDX40,12.85,Low Fat,0.0,2132.8677436915864,38.3164,OUT035,2004,Small,2323.990558850987,2316.1811481083005,502.0132,0.5965362411802437
FDU31,10.5,Regular,0.02498633,2289.009591558443,216.7508,OUT035,2004,Small,2323.990558850987,2316.1811481083005,3038.7112,0.5965362411802437
DRJ01,6.135,Low Fat,0.11503240599999999,2006.5117348314586,161.0236,OUT046,1997,Small,1876.9091591289784,2316.1811481083005,1288.9888,0.5965362411802437
FDP11,12.857645184135976,Low Fat,0.068765925,2204.132226294819,216.9166,OUT027,1985,Medium,2279.6276513432786,3694.038557647059,4354.332,0.5997434252726106
NCN43,12.857645184135976,Low Fat,0.0067270080000000005,1926.139701775148,125.17299999999999,OUT027,1985,Medium,2279.6276513432786,3694.038557647059,3202.498,0.5997434252726106
FDA15,9.3,Low Fat,0.016087659,2232.5425970674487,249.6092,OUT018,2009,Medium,2279.6276513432786,1995.4987392241392,5976.2208,0.5952533675432969
FDO04,16.6,Low Fat,0.0,2132.8677436915864,54.6614,OUT017,2007,High,2323.990558850987,2316.1811481083005,884.1824,0.5939704939063503
NCF43,8.51,Low Fat,0.051936086,2258.7843002197783,142.947,OUT035,2004,Small,2323.990558850987,2316.1811481083005,3006.087,0.5965362411802437
NCI17,8.645,Low Fat,0.1442339,2010.0002650000006,95.441,OUT017,2007,High,2323.990558850987,2316.1811481083005,3282.3940000000002,0.5939704939063503
FDY47,8.6,Regular,0.05443912,2204.132226294819,128.83100000000002,OUT013,1987,High,2279.6276513432786,2316.1811481083005,1038.6480000000001,0.5978191148171905
FDF20,12.857645184135976,Low Fat,0.033059299,2289.009591558443,196.4768,OUT027,1985,Medium,2279.6276513432786,3694.038557647059,6306.4576,0.5997434252726106
NCS53,14.5,Low Fat,0.089778187,2010.0002650000006,158.4604,OUT046,1997,Small,1876.9091591289784,2316.1811481083005,2693.8268,0.5965362411802437
FDK38,6.65,Low Fat,0.053372768,2225.194903852079,149.5734,OUT049,1999,Medium,1876.9091591289784,2316.1811481083005,2524.0478,0.5965362411802437
FDW43,20.1,Regular,0.022406575,2289.009591558443,225.9036,OUT013,1987,High,2279.6276513432786,2316.1811481083005,3643.2576,0.5978191148171905
FDV57,15.25,Regular,0.065896556,2277.3217391666685,179.266,OUT046,1997,Small,1876.9091591289784,2316.1811481083005,1438.128,0.5965362411802437
FDX26,17.7,Low Fat,0.088305201,2232.5425970674487,182.3292,OUT017,2007,High,2323.990558850987,2316.1811481083005,4195.8716,0.5939704939063503
FDR04,7.075,Low Fat,0.022566975,2132.8677436915864,97.3068,OUT046,1997,Small,1876.9091591289784,2316.1811481083005,1263.6884,0.5965362411802437
FDP19,11.5,Low Fat,0.0,2289.009591558443,129.3652,OUT013,1987,High,2279.6276513432786,2316.1811481083005,2066.6432,0.5978191148171905
FDT07,5.82,Regular,0.077756427,2289.009591558443,254.533,OUT017,2007,High,2323.990558850987,2316.1811481083005,1281.665,0.5939704939063503
DRB24,8.785,Low Fat,0.020609218000000002,2006.5117348314586,155.1656,OUT049,1999,Medium,1876.9091591289784,2316.1811481083005,4016.1056,0.5965362411802437
FDB36,5.465,Regular,0.0,1952.9712070987655,129.1626,OUT046,1997,Small,1876.9091591289784,2316.1811481083005,3672.5528,0.5965362411802437
NCE07,12.857645184135976,Low Fat,0.013066448,2258.7843002197783,140.9154,OUT027,1985,Medium,2279.6276513432786,3694.038557647059,2127.231,0.5997434252726106
FDI16,12.857645184135976,Regular,0.135118202,2132.8677436915864,52.56399999999999,OUT027,1985,Medium,2279.6276513432786,3694.038557647059,2290.3520000000003,0.5997434252726106
FDP45,15.7,Regular,0.030624844,2277.3217391666685,252.2724,OUT046,1997,Small,1876.9091591289784,2316.1811481083005,1258.362,0.5965362411802437
NCC43,7.39,Low Fat,0.09270568300000001,2258.7843002197783,251.9066,OUT013,1987,High,2279.6276513432786,2316.1811481083005,4267.1122,0.5978191148171905
FDQ23,12.857645184135976,Low Fat,0.042941559000000004,2204.132226294819,102.9332,OUT019,1985,Small,1876.9091591289784,339.8285004616805,102.5332,0.33867864015394483
FDW24,6.8,Low Fat,0.03748996,1952.9712070987655,48.6034,OUT035,2004,Small,2323.990558850987,2316.1811481083005,291.6204,0.5965362411802437
FDW09,12.857645184135976,Regular,0.025795292999999997,2277.3217391666685,80.2302,OUT027,1985,Medium,2279.6276513432786,3694.038557647059,2139.2154,0.5997434252726106
FDN10,11.5,Low Fat,0.046115083,2277.3217391666685,120.2124,OUT035,2004,Small,2323.990558850987,2316.1811481083005,1540.6612,0.5965362411802437
FDE23,17.6,Regular,0.053170949,2374.3327729729745,45.606,OUT035,2004,Small,2323.990558850987,2316.1811481083005,1724.422,0.5965362411802437
FDV16,7.75,Regular,0.08291501700000001,2132.8677436915864,34.9558,OUT035,2004,Small,2323.990558850987,2316.1811481083005,645.1602,0.5965362411802437
FDF12,12.857645184135976,Low Fat,0.082028694,1952.9712070987655,148.6076,OUT027,1985,Medium,2279.6276513432786,3694.038557647059,3990.8052,0.5997434252726106
FDN21,18.6,Low Fat,0.076975118,2277.3217391666685,161.8236,OUT049,1999,Medium,1876.9091591289784,2316.1811481083005,1611.236,0.5965362411802437
DRC25,5.73,Low Fat,0.045371855,2006.5117348314586,86.0882,OUT046,1997,Small,1876.9091591289784,2316.1811481083005,1116.5466,0.5965362411802437
NCP18,12.15,Low Fat,0.028642712,2258.7843002197783,149.0708,OUT049,1999,Medium,1876.9091591289784,2316.1811481083005,1203.7664,0.5965362411802437
FDW60,5.44,Regular,0.017047751,1952.9712070987655,174.637,OUT013,1987,High,2279.6276513432786,2316.1811481083005,2999.429,0.5978191148171905
FDY04,17.7,Regular,0.042562588,2132.8677436915864,165.021,OUT045,2002,High,2323.990558850987,2316.1811481083005,3425.5409999999997,0.5958948043617703
NCJ31,12.857645184135976,Low Fat,0.18176926399999999,1926.139701775148,240.6196,OUT027,1985,Medium,2279.6276513432786,3694.038557647059,4579.3724,0.5997434252726106
DRN47,12.1,Low Fat,0.016812745,2139.2216224299054,180.666,OUT013,1987,High,2279.6276513432786,2316.1811481083005,4134.6179999999995,0.5978191148171905
FDU13,8.355,Low Fat,0.0,2225.194903852079,145.6418,OUT013,1987,High,2279.6276513432786,2316.1811481083005,3384.2614,0.5978191148171905
FDT39,6.26,Regular,0.016516867,2158.9779105882344,151.1366,OUT010,1998,High,2279.6276513432786,339.8285004616805,453.4098,0.3559974342527261
NCQ18,15.75,Low Fat,0.13496039699999998,2258.7843002197783,101.37,OUT013,1987,High,2279.6276513432786,2316.1811481083005,2097.27,0.5978191148171905
FDV25,5.905,Low Fat,0.045614252,2225.194903852079,221.5456,OUT013,1987,High,2279.6276513432786,2316.1811481083005,6852.4136,0.5978191148171905
NCE30,16.0,Low Fat,0.099136036,2258.7843002197783,210.3902,OUT046,1997,Small,1876.9091591289784,2316.1811481083005,1486.7314,0.5965362411802437
NCN42,20.25,Low Fat,0.014222617,2258.7843002197783,148.9418,OUT046,1997,Small,1876.9091591289784,2316.1811481083005,3531.4032,0.5965362411802437
FDW25,5.175,Low Fat,0.037457098,2225.194903852079,83.4224,OUT049,1999,Medium,1876.9091591289784,2316.1811481083005,1448.7808,0.5965362411802437
FDS49,9.0,Low Fat,0.07927948900000001,2225.194903852079,77.2644,OUT013,1987,High,2279.6276513432786,2316.1811481083005,1335.5948,0.5978191148171905
FDN34,15.6,Regular,0.045835395,2277.3217391666685,168.2132,OUT049,1999,Medium,1876.9091591289784,2316.1811481083005,2367.5848,0.5965362411802437
FDS45,5.175,Regular,0.029616108,2277.3217391666685,107.7622,OUT018,2009,Medium,2279.6276513432786,1995.4987392241392,2011.3818,0.5952533675432969
NCL53,12.857645184135976,Low Fat,0.0,2010.0002650000006,175.4028,OUT027,1985,Medium,2279.6276513432786,3694.038557647059,6729.9064,0.5997434252726106
FDT38,18.7,Low Fat,0.0576269,2232.5425970674487,83.3566,OUT049,1999,Medium,1876.9091591289784,2316.1811481083005,1860.2452,0.5965362411802437
NCX06,17.6,Low Fat,0.015687045,2258.7843002197783,182.6976,OUT046,1997,Small,1876.9091591289784,2316.1811481083005,3440.8544,0.5965362411802437
NCY17,18.2,Low Fat,0.162960415,2010.0002650000006,43.5086,OUT013,1987,High,2279.6276513432786,2316.1811481083005,1070.6064,0.5978191148171905
NCO18,13.15,Low Fat,0.024651269,2258.7843002197783,179.5686,OUT046,1997,Small,1876.9091591289784,2316.1811481083005,1422.1488,0.5965362411802437
FDY47,8.6,Regular,0.09119581800000001,2204.132226294819,130.231,OUT010,1998,High,2279.6276513432786,339.8285004616805,129.83100000000002,0.3559974342527261
FDF57,12.857645184135976,Regular,0.058542509000000006,2289.009591558443,168.6448,OUT027,1985,Medium,2279.6276513432786,3694.038557647059,3408.8959999999997,0.5997434252726106
FDS26,20.35,Low Fat,0.08960832099999999,2232.5425970674487,262.1594,OUT049,1999,Medium,1876.9091591289784,2316.1811481083005,3139.9128,0.5965362411802437
NCL17,7.39,Low Fat,0.067766896,2010.0002650000006,140.6812,OUT035,2004,Small,2323.990558850987,2316.1811481083005,3704.5112,0.5965362411802437
NCB18,19.6,Low Fat,0.041355366,2258.7843002197783,88.7514,OUT049,1999,Medium,1876.9091591289784,2316.1811481083005,2656.542,0.5965362411802437
FDA50,16.25,Low Fat,0.14591330800000002,2232.5425970674487,95.441,OUT010,1998,High,2279.6276513432786,339.8285004616805,193.082,0.3559974342527261
DRE13,6.28,Low Fat,0.027748176,2006.5117348314586,86.5198,OUT049,1999,Medium,1876.9091591289784,2316.1811481083005,1395.5168,0.5965362411802437
DRE60,9.395,Low Fat,0.159201868,2006.5117348314586,226.072,OUT013,1987,High,2279.6276513432786,2316.1811481083005,3621.952,0.5978191148171905
FDB20,7.72,Low Fat,0.052274691,2289.009591558443,79.1986,OUT017,2007,High,2323.990558850987,2316.1811481083005,778.9860000000001,0.5939704939063503
NCS18,12.65,Low Fat,0.042175992,2258.7843002197783,106.4938,OUT013,1987,High,2279.6276513432786,2316.1811481083005,2465.4574,0.5978191148171905
FDH19,12.857645184135976,Low Fat,0.057933643,2158.9779105882344,175.1738,OUT019,1985,Small,1876.9091591289784,339.8285004616805,347.5476,0.33867864015394483
FDS47,16.75,Low Fat,0.0,2204.132226294819,88.7856,OUT045,2002,High,2323.990558850987,2316.1811481083005,966.7416,0.5958948043617703
FDC09,15.5,Regular,0.026280116,2289.009591558443,102.3332,OUT013,1987,High,2279.6276513432786,2316.1811481083005,922.7988,0.5978191148171905
DRG23,8.88,Low Fat,0.086916126,2139.2216224299054,153.3682,OUT049,1999,Medium,1876.9091591289784,2316.1811481083005,1219.7456,0.5965362411802437
FDU34,18.25,Low Fat,0.075347426,2277.3217391666685,126.3046,OUT045,2002,High,2323.990558850987,2316.1811481083005,747.0276,0.5958948043617703
FDZ40,8.935,Low Fat,0.040410039,2132.8677436915864,52.9298,OUT017,2007,High,2323.990558850987,2316.1811481083005,539.298,0.5939704939063503
NCE30,16.0,Low Fat,0.09911729,2258.7843002197783,210.7902,OUT035,2004,Small,2323.990558850987,2316.1811481083005,4460.1942,0.5965362411802437
FDA44,19.7,Low Fat,0.053439522,2289.009591558443,55.093,OUT018,2009,Medium,2279.6276513432786,1995.4987392241392,1018.674,0.5952533675432969
FDB32,20.6,Low Fat,0.023448504,2289.009591558443,93.9778,OUT035,2004,Small,2323.990558850987,2316.1811481083005,2816.3340000000003,0.5965362411802437
NCO06,19.25,Low Fat,0.10803043400000001,2258.7843002197783,32.4558,OUT046,1997,Small,1876.9091591289784,2316.1811481083005,101.8674,0.5965362411802437
FDY44,14.15,Regular,0.024404558,2289.009591558443,198.31099999999998,OUT046,1997,Small,1876.9091591289784,2316.1811481083005,2553.343,0.5965362411802437
FDG10,6.63,Regular,0.010961483000000001,2277.3217391666685,58.2588,OUT045,2002,High,2323.990558850987,2316.1811481083005,343.5528,0.5958948043617703
FDF38,11.8,Regular,0.026358005,2225.194903852079,39.6138,OUT046,1997,Small,1876.9091591289784,2316.1811481083005,365.5242,0.5965362411802437
FDW59,12.857645184135976,Low Fat,0.03627089,2204.132226294819,85.9566,OUT019,1985,Small,1876.9091591289784,339.8285004616805,169.1132,0.33867864015394483
FDP34,12.85,Low Fat,0.137227848,2277.3217391666685,155.563,OUT046,1997,Small,1876.9091591289784,2316.1811481083005,4224.501,0.5965362411802437
FDZ26,11.6,Regular,0.144832027,2232.5425970674487,239.8222,OUT017,2007,High,2323.990558850987,2316.1811481083005,4063.3774,0.5939704939063503
FDH17,12.857645184135976,Regular,0.029157849,2132.8677436915864,97.0726,OUT019,1985,Small,1876.9091591289784,339.8285004616805,293.6178,0.33867864015394483
