Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Sale_level,nu_Item_sale,Store_running_from
FDY04,17.7,2,0.042468412999999997,Frozen Foods,162.421,OUT035,2004,1.0,3,3,1468.089,3,9.038788087747275,9
DRF49,7.27,3,0.071188446,Soft Drinks,111.9518,OUT049,1999,3.0,1,3,1138.518,3,10.16971589559078,14
FDX27,20.7,2,0.191008614,Dairy,92.8436,OUT010,1998,1.0,2,1,189.0872,3,2.0366207256073654,15
FDV28,16.1,2,0.15959547300000002,Frozen Foods,32.8558,OUT013,1987,2.0,2,3,339.55800000000005,3,10.33479629167453,26
FDE33,12.857645184135976,2,0.08690553599999999,Fruits and Vegetables,78.8644,OUT019,1985,1.0,1,1,314.2576,3,3.984784009007867,28
FDQ37,20.75,3,0.08918638699999999,Breakfast,193.3478,OUT013,1987,2.0,2,3,6006.1818,1,31.064133132107013,26
NCG30,20.2,1,0.11232121800000001,Household,123.6046,OUT046,1997,1.0,1,3,2988.1104,2,24.17475077788367,16
NCH29,5.51,3,0.034668802,Health and Hygiene,98.5726,OUT017,2007,3.0,3,3,1761.7068,3,17.872175432118052,6
FDV20,20.2,2,0.0,Fruits and Vegetables,129.0678,OUT017,2007,3.0,3,3,3560.6984,2,27.5878135367613,6
FDG57,14.7,3,0.072592873,Fruits and Vegetables,48.5034,OUT018,2009,3.0,2,2,874.8612,3,18.03711080047997,4
FDU60,20.0,2,0.059889718,Baking Goods,168.5132,OUT035,2004,1.0,3,3,2874.9244,2,17.0605293828614,9
NCH30,17.1,3,0.11240211800000001,Household,112.986,OUT010,1998,1.0,2,1,113.186,3,1.0017701308126672,15
NCM29,11.5,3,0.029529474,Health and Hygiene,132.6626,OUT010,1998,1.0,2,1,262.3252,3,1.9773862414878045,15
FDB12,11.15,2,0.10573663800000001,Baking Goods,104.4648,OUT018,2009,3.0,2,2,2181.1608,2,20.879385209180512,4
FDD53,16.2,3,0.044291251,Frozen Foods,43.3454,OUT049,1999,3.0,1,3,503.3448,3,11.612415619650529,14
FDI44,16.1,3,0.100388706,Fruits and Vegetables,76.0328,OUT049,1999,3.0,1,3,1853.5872,3,24.378783893267116,14
FDW56,12.857645184135976,3,0.070556945,Fruits and Vegetables,191.2162,OUT027,1985,3.0,2,4,7504.2318,1,39.24474913736388,28
FDA01,15.0,2,0.054599767,Canned,59.4904,OUT018,2009,3.0,2,2,644.4944,3,10.833586595484315,4
FDG47,12.8,3,0.069560905,Starchy Foods,263.0252,OUT013,1987,2.0,2,3,2885.5772,2,10.970725238494259,26
FDT40,5.985,3,0.0,Frozen Foods,125.2678,OUT035,2004,1.0,3,3,1017.3424,3,8.121340041095957,9
FDU20,19.35,2,0.021453492999999997,Fruits and Vegetables,120.3098,OUT035,2004,1.0,3,3,2530.7058,2,21.03490987434108,9
NCP41,16.6,3,0.016276741,Health and Hygiene,109.8596,OUT018,2009,3.0,2,2,1617.894,3,14.726924183230231,4
FDW36,12.857645184135976,1,0.056656942,Baking Goods,106.2622,OUT027,1985,3.0,2,4,2328.9684,2,21.917185979586343,28
FDN31,11.5,3,0.072994847,Fruits and Vegetables,189.253,OUT049,1999,3.0,1,3,1328.271,3,7.018493762318167,14
NCU54,8.88,3,0.165073642,Household,207.727,OUT010,1998,1.0,2,1,209.727,3,1.0096280213934636,15
FDS01,11.6,3,0.017744998999999997,Canned,177.9686,OUT046,1997,1.0,1,3,1244.3802,3,6.992133443764799,16
FDA23,9.8,1,0.047453947,Baking Goods,101.7016,OUT017,2007,3.0,3,3,1518.024,3,14.92625484751469,6
FDY08,9.395,2,0.17142216600000001,Fruits and Vegetables,139.1838,OUT045,2002,3.0,3,3,1685.8056,3,12.112082009544215,11
FDJ28,12.3,3,0.021860985,Frozen Foods,193.3162,OUT046,1997,1.0,1,3,3078.6592,2,15.925510640080862,16
DRF36,16.1,3,0.023577297999999997,Soft Drinks,192.6846,OUT046,1997,1.0,1,3,2866.2690000000002,2,14.875444119561191,16
FDH44,19.1,2,0.043304681,Fruits and Vegetables,147.5418,OUT010,1998,1.0,2,1,294.2836,3,1.9945778077805747,15
NCY54,8.43,3,0.177971115,Household,174.0422,OUT049,1999,3.0,1,3,2069.3064,2,11.88968192771638,14
FDR59,14.5,2,0.106894492,Breads,260.4594,OUT010,1998,1.0,2,1,1046.6376,3,4.018428975878774,15
DRA59,8.27,2,0.127927931,Soft Drinks,184.8924,OUT046,1997,1.0,1,3,4442.2176,1,24.0259610454513,16
FDS55,7.02,3,0.081623275,Fruits and Vegetables,148.0734,OUT017,2007,3.0,3,3,1930.1542,3,13.035117718644942,6
FDZ28,20.0,2,0.051596927,Frozen Foods,128.0678,OUT045,2002,3.0,3,3,1780.3492,3,13.901614613509407,11
DRG49,7.81,3,0.067592098,Soft Drinks,246.0486,OUT045,2002,3.0,3,3,7086.1094,1,28.799633080619035,11
FDH21,12.857645184135976,3,0.054670967,Seafood,158.6604,OUT019,1985,1.0,1,1,316.9208,3,1.9974788920234663,28
NCN19,13.1,3,0.012089478999999998,Others,189.85299999999998,OUT013,1987,2.0,2,3,3415.554,2,17.99051898047437,26
FDP25,15.2,3,0.021250527999999998,Canned,216.5824,OUT045,2002,3.0,3,3,5241.1776,1,24.199462190833604,11
DRH59,10.8,3,0.05843345,Hard Drinks,74.738,OUT046,1997,1.0,1,3,1025.3319999999999,3,13.719018437742513,16
FDH09,12.6,3,0.05606697,Seafood,50.7982,OUT035,2004,1.0,3,3,473.3838,3,9.318908937718266,9
NCK54,12.15,3,0.029569276000000002,Household,115.015,OUT049,1999,3.0,1,3,2912.875,2,25.326044428987522,14
FDT21,7.42,3,0.0204332,Snack Foods,248.9092,OUT045,2002,3.0,3,3,5976.2208,1,24.00964207028105,11
FDR12,12.857645184135976,2,0.055213280999999996,Baking Goods,172.4764,OUT019,1985,1.0,1,1,687.1056,3,3.9837658949282333,28
FDS25,6.885,2,0.14080050000000002,Canned,111.4228,OUT017,2007,3.0,3,3,2984.1156,2,26.781911781071738,6
NCL05,12.857645184135976,3,0.047665717,Health and Hygiene,42.177,OUT027,1985,3.0,2,4,1255.0330000000001,3,29.756336391872352,28
NCI30,20.25,3,0.059268885,Household,246.446,OUT017,2007,3.0,3,3,3695.19,2,14.99391347394561,6
FDJ26,15.3,2,0.084937098,Canned,214.0218,OUT045,2002,3.0,3,3,1068.609,3,4.9929913681690365,11
FDA56,9.21,3,0.008778413,Fruits and Vegetables,122.4414,OUT049,1999,3.0,1,3,1583.9382,3,12.936296056725912,14
FDM33,15.6,3,0.0,Snack Foods,220.4798,OUT018,2009,3.0,2,2,661.1394,3,2.9986393311314687,4
FDP04,15.35,3,0.013834247,Frozen Foods,62.7168,OUT049,1999,3.0,1,3,958.752,3,15.28700443900199,14
FDR55,12.15,2,0.132351411,Fruits and Vegetables,190.3872,OUT045,2002,3.0,3,3,2836.308,2,14.897577148043565,11
NCZ54,12.857645184135976,3,0.082955719,Household,164.0552,OUT027,1985,3.0,2,4,5523.4768,1,33.66840429318912,28
NCA53,11.395,1,0.009893817,Health and Hygiene,50.3034,OUT049,1999,3.0,1,3,972.068,3,19.324101352990056,14
FDL20,17.1,3,0.0,Fruits and Vegetables,111.9886,OUT046,1997,1.0,1,3,3002.0922,2,26.80712322504255,16
FDT26,18.85,2,0.067940657,Dairy,119.044,OUT035,2004,1.0,3,3,1198.44,3,10.067202042942107,9
NCZ06,19.6,3,0.094161662,Household,251.9698,OUT046,1997,1.0,1,3,4566.0564,1,18.121443125326927,16
FDA04,11.3,2,0.067107448,Frozen Foods,258.1962,OUT017,2007,3.0,3,3,4402.9354,1,17.05267312222256,6
FDD29,12.857645184135976,3,0.018321361,Frozen Foods,255.3698,OUT027,1985,3.0,2,4,4819.7262,1,18.87351675883366,28
FDS56,5.785,2,0.038756864,Fruits and Vegetables,260.7252,OUT046,1997,1.0,1,3,6033.4796,1,23.141144776185808,16
FDT07,5.82,2,0.07725473599999999,Fruits and Vegetables,257.633,OUT013,1987,2.0,2,3,1537.9979999999998,3,5.969724375371167,26
FDT58,9.0,3,0.08630486,Snack Foods,168.0816,OUT018,2009,3.0,2,2,2181.1608,2,12.9767969843219,4
FDJ10,12.857645184135976,2,0.12887653699999999,Snack Foods,139.1838,OUT027,1985,3.0,2,4,4916.933,1,35.32690586117063,28
FDN25,7.895,2,0.061163967,Breakfast,59.2588,OUT035,2004,1.0,3,3,801.6232,3,13.52749633809662,9
DRC27,13.8,3,0.058220302,Dairy,247.4802,OUT045,2002,3.0,3,3,1474.0812,3,5.956360145175251,11
FDA38,5.44,3,0.025519534,Dairy,238.7538,OUT049,1999,3.0,1,3,3605.3070000000002,2,15.100521960278748,14
FDM56,16.7,3,0.070133177,Fruits and Vegetables,109.8912,OUT013,1987,2.0,2,3,873.5296,3,7.949040505518185,26
NCI43,19.85,3,0.025947095,Household,46.9376,OUT013,1987,2.0,2,3,575.2512,3,12.255658576493046,26
FDP36,10.395,2,0.091688111,Baking Goods,49.0008,OUT017,2007,3.0,3,3,860.2136,3,17.55509297807383,6
DRK49,12.857645184135976,1,0.0,Soft Drinks,40.5138,OUT019,1985,1.0,1,1,40.6138,3,1.002468294753886,28
FDW32,12.857645184135976,2,0.165101585,Fruits and Vegetables,87.7882,OUT019,1985,1.0,1,1,515.3292,3,5.870142000861163,28
NCW18,15.1,3,0.059417055,Household,237.9248,OUT049,1999,3.0,1,3,2133.2232,2,8.965955629677948,14
FDQ44,20.5,3,0.036287517000000005,Fruits and Vegetables,121.2756,OUT018,2009,3.0,2,2,2181.1608,2,17.98515777287435,4
FDL45,15.6,3,0.037764268999999996,Snack Foods,124.9704,OUT045,2002,3.0,3,3,2253.0672,2,18.02880682145532,11
DRB48,16.75,2,0.024848787999999997,Soft Drinks,39.9822,OUT035,2004,1.0,3,3,746.3618,3,18.667351971627376,9
FDQ34,10.85,3,0.162903525,Snack Foods,104.9622,OUT018,2009,3.0,2,2,1482.0708,3,14.120043215557601,4
FDH17,16.2,2,0.016747538,Frozen Foods,98.6726,OUT017,2007,3.0,3,3,1272.3438,3,12.894600932781746,6
FDN08,7.72,2,0.147904328,Fruits and Vegetables,116.6466,OUT010,1998,1.0,2,1,117.8466,3,1.0102874837329163,15
FDK57,12.857645184135976,3,0.079904068,Snack Foods,120.044,OUT027,1985,3.0,2,4,4434.228,1,36.938355936156746,28
FDK10,5.785,2,0.040325274,Snack Foods,180.46599999999998,OUT013,1987,2.0,2,3,719.064,3,3.9844846120598896,26
FDL39,12.857645184135976,2,0.06302467,Dairy,181.6318,OUT027,1985,3.0,2,4,1263.0226,3,6.953752591781836,28
FDP25,15.2,3,0.021203509,Canned,216.3824,OUT035,2004,1.0,3,3,6114.7072,1,28.258801085485697,9
FDC05,13.1,2,0.098765906,Frozen Foods,196.3768,OUT035,2004,1.0,3,3,2167.8448,2,11.039210334418321,9
FDA39,6.32,3,0.012707362,Meat,41.0822,OUT013,1987,2.0,2,3,942.7728,3,22.948449693541242,26
FDZ10,17.85,3,0.04442649,Snack Foods,124.902,OUT013,1987,2.0,2,3,1897.53,3,15.192150646106548,26
FDK08,12.857645184135976,2,0.12171245900000001,Fruits and Vegetables,101.2016,OUT027,1985,3.0,2,4,2631.2416,2,26.0,28
DRD24,13.85,3,0.030769458,Soft Drinks,141.7154,OUT013,1987,2.0,2,3,2978.1234,2,21.014818431871202,26
DRG48,5.78,3,0.014614357,Soft Drinks,147.3102,OUT018,2009,3.0,2,2,2332.9632,2,15.837078491509754,4
FDH52,12.857645184135976,2,0.076868664,Frozen Foods,62.1194,OUT019,1985,1.0,1,1,123.8388,3,1.993560787773224,28
FDS25,6.885,2,0.140292495,Canned,108.5228,OUT045,2002,3.0,3,3,1989.4104,3,18.331727526381552,11
NCH43,8.42,3,0.070555571,Household,216.0192,OUT035,2004,1.0,3,3,2372.9112,2,10.98472358012621,9
DRK01,7.63,3,0.061409711,Soft Drinks,94.6436,OUT017,2007,3.0,3,3,1607.2412,3,16.982037876834777,6
FDD59,10.5,2,0.066555152,Starchy Foods,80.896,OUT017,2007,3.0,3,3,958.752,3,11.851661392405063,6
FDB27,7.575,3,0.092711708,Dairy,197.7768,OUT010,1998,1.0,2,1,197.0768,3,0.9964606566594261,15
FDO22,13.5,2,0.017844608999999997,Snack Foods,81.396,OUT013,1987,2.0,2,3,1198.44,3,14.723573639982309,26
FDD35,12.15,3,0.025916882999999998,Starchy Foods,120.244,OUT045,2002,3.0,3,3,2277.036,2,18.93679518312764,11
FDR01,5.405,2,0.053611144000000006,Canned,197.7742,OUT035,2004,1.0,3,3,796.2968,3,4.026292610461829,9
NCB31,12.857645184135976,3,0.20778348300000002,Household,262.291,OUT019,1985,1.0,1,1,525.982,3,2.005337583066136,28
FDC35,7.435,3,0.122837694,Starchy Foods,208.7638,OUT046,1997,1.0,1,3,3105.9570000000003,2,14.877852386285364,16
FDS23,4.635,3,0.141174838,Breads,127.0994,OUT045,2002,3.0,3,3,2826.9868,2,22.242330018867122,11
FDC33,8.96,2,0.069078149,Fruits and Vegetables,197.7768,OUT045,2002,3.0,3,3,3153.2288,2,15.943370506550817,11
NCF18,18.35,1,0.08934507400000001,Household,191.9504,OUT018,2009,3.0,2,2,5369.0112,1,27.970825796664137,4
FDM36,11.65,2,0.058822142,Baking Goods,173.5422,OUT049,1999,3.0,1,3,3448.844,2,19.873229681310942,14
FDJ53,10.5,3,0.07136869900000001,Frozen Foods,121.3098,OUT049,1999,3.0,1,3,1446.1176,3,11.920863771929392,14
NCL17,7.39,3,0.068055818,Health and Hygiene,140.7812,OUT018,2009,3.0,2,2,1567.2932,3,11.132830235855355,4
FDW27,12.857645184135976,2,0.150122794,Meat,154.5314,OUT027,1985,3.0,2,4,1396.1826,3,9.034944354351286,28
FDA32,14.0,3,0.030094192000000002,Fruits and Vegetables,215.7192,OUT046,1997,1.0,1,3,1078.596,3,5.0,16
FDA03,18.5,2,0.076097035,Dairy,145.8102,OUT010,1998,1.0,2,1,291.6204,3,2.0,15
FDW09,13.65,2,0.025973384,Snack Foods,79.6302,OUT045,2002,3.0,3,3,554.6114,3,6.964837461164231,11
FDN09,14.15,1,0.0,Snack Foods,244.1828,OUT045,2002,3.0,3,3,731.0484,3,2.993857061185309,11
FDM08,10.1,2,0.053887301,Fruits and Vegetables,225.6088,OUT017,2007,3.0,3,3,4250.4672,1,18.839988511086446,6
FDX01,10.1,1,0.024262772000000002,Canned,117.615,OUT018,2009,3.0,2,2,1514.695,3,12.878416868596693,4
DRO35,13.85,3,0.034624103999999996,Hard Drinks,115.0492,OUT049,1999,3.0,1,3,4054.722,1,35.24337413906399,14
FDS31,13.1,2,0.044281996,Fruits and Vegetables,178.5318,OUT045,2002,3.0,3,3,3067.3406,2,17.180920149799643,11
NCM53,18.75,3,0.052121825,Health and Hygiene,104.82799999999999,OUT049,1999,3.0,1,3,2343.616,2,22.35677490746747,14
FDI16,14.0,2,0.135662712,Frozen Foods,52.06399999999999,OUT013,1987,2.0,2,3,852.2239999999999,3,16.36877688998156,26
DRF36,16.1,3,0.023613955,Soft Drinks,192.8846,OUT049,1999,3.0,1,3,5350.3688,1,27.73870386749383,14
FDW49,12.857645184135976,3,0.082152451,Canned,179.9002,OUT027,1985,3.0,2,4,4119.3046,1,22.897721069793143,28
FDB58,12.857645184135976,2,0.02363057,Snack Foods,141.7154,OUT019,1985,1.0,1,1,425.4462,3,3.002116918838743,28
NCJ18,12.35,3,0.164274416,Household,119.8124,OUT045,2002,3.0,3,3,2133.2232,2,17.80469467267161,11
FDL51,20.7,2,0.047587685,Dairy,215.0876,OUT045,2002,3.0,3,3,5145.3024,1,23.921892289467173,11
FDS03,7.825,3,0.07995298299999999,Meat,62.7826,OUT018,2009,3.0,2,2,1162.4868,3,18.51606655347182,4
NCO54,12.857645184135976,1,0.024992442,Household,53.6614,OUT019,1985,1.0,1,1,165.7842,3,3.0894497720894347,28
FDA48,12.1,3,0.11510702800000001,Baking Goods,222.0114,OUT045,2002,3.0,3,3,3547.3824,2,15.978379488620854,11
NCK06,12.857645184135976,3,0.008604657,Household,123.1756,OUT027,1985,3.0,2,4,1211.756,3,9.837630180003183,28
NCZ54,14.65,3,0.08352844599999999,Household,162.4552,OUT045,2002,3.0,3,3,2274.3728,2,14.000000000000002,11
FDW39,12.857645184135976,2,0.036731658,Meat,177.237,OUT027,1985,3.0,2,4,4763.799,1,26.878129284517343,28
FDI09,20.75,2,0.129337594,Seafood,238.188,OUT046,1997,1.0,1,3,5033.448,1,21.132248475993755,16
NCO02,11.15,3,0.0,Others,65.0142,OUT049,1999,3.0,1,3,1120.5414,3,17.23533320413079,14
DRF13,12.1,3,0.029827665,Soft Drinks,144.3444,OUT049,1999,3.0,1,3,2612.5992,2,18.099761403975492,14
FDK25,11.6,2,0.157718931,Breakfast,168.3474,OUT017,2007,3.0,3,3,4548.0798,1,27.01603826373321,6
FDZ38,17.6,3,0.008046275,Dairy,173.7422,OUT017,2007,3.0,3,3,5863.0348,1,33.74560009024866,6
NCQ42,12.857645184135976,3,0.06875355799999999,Household,127.9678,OUT019,1985,1.0,1,1,254.3356,3,1.987496854677505,28
FDM14,12.857645184135976,3,0.013199737,Canned,108.9254,OUT027,1985,3.0,2,4,2713.135,2,24.90819404840377,28
FDC20,10.65,1,0.023971463,Fruits and Vegetables,54.0272,OUT046,1997,1.0,1,3,447.4176,3,8.281339769597535,16
FDW32,18.35,2,0.09468096,Fruits and Vegetables,86.2882,OUT018,2009,3.0,2,2,1631.8758,3,18.91192306711694,4
FDQ19,7.35,2,0.014394261,Fruits and Vegetables,241.3512,OUT045,2002,3.0,3,3,5331.7264,1,22.091153472615837,11
FDE08,18.2,3,0.049396364000000005,Fruits and Vegetables,146.4734,OUT049,1999,3.0,1,3,3563.3616,2,24.327704552498954,14
FDC29,8.39,2,0.024243294,Frozen Foods,116.0176,OUT049,1999,3.0,1,3,1603.2464,3,13.818992980375391,14
FDV50,14.3,3,0.12246920900000001,Dairy,121.973,OUT013,1987,2.0,2,3,2709.8059999999996,2,22.216441343576033,26
FDF11,10.195,2,0.017730951000000002,Starchy Foods,239.8538,OUT017,2007,3.0,3,3,4086.0146,1,17.035438254470016,6
FDN09,14.15,1,0.035016754,Snack Foods,245.3828,OUT018,2009,3.0,2,2,1705.7796,3,6.951504343417713,4
DRG37,16.2,3,0.019417732,Soft Drinks,153.7972,OUT045,2002,3.0,3,3,1402.1748,3,9.117037241250166,11
NCV06,12.857645184135976,3,0.066358426,Household,195.2478,OUT027,1985,3.0,2,4,7168.6686,1,36.71574583682889,28
DRJ13,12.65,3,0.105265475,Soft Drinks,159.9578,OUT010,1998,1.0,2,1,962.7468,3,6.018754946617171,15
DRF25,12.857645184135976,3,0.038736754,Soft Drinks,37.319,OUT027,1985,3.0,2,4,1281.665,3,34.34349795010584,28
FDE53,10.895,3,0.04499187599999999,Frozen Foods,107.228,OUT010,1998,1.0,2,1,426.11199999999997,3,3.9738874174655874,15
FDS08,5.735,3,0.05696122,Fruits and Vegetables,176.33700000000002,OUT046,1997,1.0,1,3,1764.37,3,10.00567095958307,16
FDO23,17.85,3,0.147255604,Breads,93.7436,OUT017,2007,3.0,3,3,1701.7848,3,18.153610486475877,6
FDT07,5.82,2,0.077319079,Fruits and Vegetables,255.433,OUT046,1997,1.0,1,3,4357.661,1,17.059898290354027,16
NCX29,10.0,3,0.089135671,Health and Hygiene,146.9102,OUT035,2004,1.0,3,3,3207.8244,2,21.83527352083109,9
FDG22,17.6,2,0.041373331,Snack Foods,38.119,OUT035,2004,1.0,3,3,732.38,3,19.21299089692804,9
DRJ47,12.857645184135976,3,0.04403602,Hard Drinks,173.308,OUT027,1985,3.0,2,4,6751.2119999999995,1,38.954993422115535,28
FDL43,10.1,3,0.027041858999999998,Meat,77.567,OUT013,1987,2.0,2,3,306.268,3,3.9484316784199467,26
FDZ43,12.857645184135976,2,0.056782237,Fruits and Vegetables,241.2512,OUT027,1985,3.0,2,4,8239.9408,1,34.15502513562627,28
FDZ21,17.6,2,0.03922186,Snack Foods,97.241,OUT046,1997,1.0,1,3,193.082,3,1.9856027807200667,16
FDJ50,8.645,3,0.021581922000000003,Canned,53.3982,OUT035,2004,1.0,3,3,1209.7586,3,22.65541909652385,9
FDV35,19.5,3,0.12820600099999999,Breads,155.9314,OUT046,1997,1.0,1,3,3878.285,2,24.87173846960907,16
FDW56,7.68,3,0.071301323,Fruits and Vegetables,190.8162,OUT017,2007,3.0,3,3,2693.8268,2,14.117390452173346,6
DRL35,15.7,3,0.030765898,Hard Drinks,43.277,OUT045,2002,3.0,3,3,649.155,3,14.999999999999998,11
FDR01,5.405,2,0.053730029000000006,Canned,199.0742,OUT045,2002,3.0,3,3,4777.7808,1,24.000000000000004,11
FDS24,20.85,2,0.062350672,Baking Goods,86.9514,OUT045,2002,3.0,3,3,1416.8224,3,16.294417341181394,11
NCL17,7.39,3,0.068163102,Health and Hygiene,140.4812,OUT017,2007,3.0,3,3,2422.1804,2,17.24202526743792,6
FDS13,6.465,3,0.0,Canned,263.1884,OUT018,2009,3.0,2,2,2914.8724,2,11.075231279190117,4
FDB59,18.25,3,0.015309885,Snack Foods,197.6084,OUT045,2002,3.0,3,3,2380.9008,2,12.04858093077015,11
FDW26,12.857645184135976,2,0.106538757,Dairy,222.3772,OUT027,1985,3.0,2,4,1556.6404,3,7.0,28
FDQ12,12.857645184135976,3,0.061999648,Baking Goods,230.00099999999998,OUT019,1985,1.0,1,1,689.1030000000001,3,2.996086973534898,28
FDX59,10.195,3,0.051618280999999995,Breads,31.9558,OUT013,1987,2.0,2,3,373.5138,3,11.68845092283717,26
FDL36,15.1,3,0.076505799,Baking Goods,91.583,OUT017,2007,3.0,3,3,539.298,3,5.888625618291605,6
FDQ55,13.65,2,0.013091186000000001,Fruits and Vegetables,114.8834,OUT018,2009,3.0,2,2,1612.5676,3,14.036558806581283,4
FDV46,12.857645184135976,3,0.022074764,Snack Foods,141.418,OUT019,1985,1.0,1,1,559.2719999999999,3,3.9547440919826324,28
FDM28,12.857645184135976,3,0.079146113,Frozen Foods,181.46599999999998,OUT019,1985,1.0,1,1,179.766,3,0.9906318539010063,28
FDT40,5.985,3,0.096337184,Frozen Foods,125.2678,OUT017,2007,3.0,3,3,763.0068,3,6.091005030821967,6
DRJ11,9.5,3,0.142425145,Hard Drinks,189.9872,OUT010,1998,1.0,2,1,756.3488,3,3.9810513550386553,15
FDD51,11.15,3,0.0,Dairy,44.7744,OUT045,2002,3.0,3,3,181.0976,3,4.044668381932533,11
NCT17,12.857645184135976,3,0.041663111,Health and Hygiene,188.6214,OUT027,1985,3.0,2,4,6029.4848,1,31.96606959761724,28
NCW17,18.0,3,0.019386234,Health and Hygiene,126.8994,OUT046,1997,1.0,1,3,3083.9856,2,24.3026019035551,16
NCY29,12.857645184135976,3,0.135226962,Health and Hygiene,56.293,OUT019,1985,1.0,1,1,113.186,3,2.010658518821168,28
DRH36,16.2,3,0.0,Soft Drinks,73.4696,OUT013,1987,2.0,2,3,2087.9488,2,28.419221011139303,26
FDB17,13.15,3,0.036729122,Frozen Foods,179.7976,OUT049,1999,3.0,1,3,2535.3664,2,14.101224932924577,14
NCA17,20.6,1,0.045380404000000006,Health and Hygiene,148.4392,OUT013,1987,2.0,2,3,1789.6704,3,12.05658882559324,26
FDT27,11.395,2,0.06958717099999999,Meat,234.6616,OUT046,1997,1.0,1,3,4687.232,1,19.97443126612961,16
FDR32,6.78,2,0.08573655,Fruits and Vegetables,229.5694,OUT013,1987,2.0,2,3,3425.5409999999997,2,14.921592337654756,26
FDG41,8.84,2,0.076681143,Frozen Foods,110.7228,OUT049,1999,3.0,1,3,1657.842,3,14.972905309475555,14
FDX25,16.7,1,0.10205577699999999,Canned,184.0292,OUT046,1997,1.0,1,3,3101.2964,2,16.85219736867845,16
FDG56,13.3,2,0.071856726,Fruits and Vegetables,63.2536,OUT017,2007,3.0,3,3,1347.5792,3,21.30438741826552,6
FDN16,12.6,2,0.063054947,Frozen Foods,102.399,OUT017,2007,3.0,3,3,2270.3779999999997,2,22.171876678483184,6
FDD47,7.6,2,0.14238384699999998,Starchy Foods,172.3448,OUT035,2004,1.0,3,3,2556.672,2,14.834633827072242,9
FDR12,12.6,2,0.03150851,Baking Goods,170.5764,OUT013,1987,2.0,2,3,3779.0808,2,22.15476935848101,26
FDS33,6.67,2,0.123620492,Snack Foods,90.0514,OUT049,1999,3.0,1,3,1505.3738,3,16.716828389119993,14
NCC55,10.695,3,0.06375108,Household,36.7848,OUT035,2004,1.0,3,3,782.9808,3,21.285443987734066,9
FDA38,12.857645184135976,3,0.04461205,Dairy,241.1538,OUT019,1985,1.0,1,1,480.7076,3,1.9933652299901559,28
FDK44,16.6,3,0.12220437099999999,Fruits and Vegetables,173.5738,OUT035,2004,1.0,3,3,1911.5118,3,11.012674723950273,9
FDZ57,10.0,2,0.037764307000000004,Snack Foods,127.2994,OUT046,1997,1.0,1,3,642.497,3,5.047132979417027,16
NCN14,19.1,3,0.09243771099999999,Others,185.2608,OUT017,2007,3.0,3,3,1470.0864,3,7.935226448336615,6
NCB06,17.6,3,0.137807013,Health and Hygiene,161.792,OUT010,1998,1.0,2,1,159.792,3,0.9876384493670886,15
DRL01,19.5,2,0.07729230200000001,Soft Drinks,235.3958,OUT049,1999,3.0,1,3,6309.7866,1,26.805009265246024,14
FDU10,10.1,2,0.045763062,Snack Foods,38.4848,OUT049,1999,3.0,1,3,633.8416,3,16.469920592025943,14
NCS38,8.6,3,0.090558833,Household,112.6176,OUT018,2009,3.0,2,2,3091.9752,2,27.455523825760803,4
FDQ16,19.7,1,0.041703666,Frozen Foods,109.1912,OUT013,1987,2.0,2,3,1637.868,3,15.0,26
FDS40,15.35,3,0.014098693,Frozen Foods,37.219,OUT017,2007,3.0,3,3,805.618,3,21.645342432628496,6
FDE36,5.26,2,0.042008667,Baking Goods,162.6868,OUT017,2007,3.0,3,3,3767.0964,2,23.155513538898052,6
FDV31,9.8,3,0.10693374800000001,Fruits and Vegetables,175.33700000000002,OUT045,2002,3.0,3,3,529.311,3,3.0188208991827166,11
NCD42,16.5,3,0.012663476000000002,Health and Hygiene,39.3506,OUT045,2002,3.0,3,3,645.1602,3,16.395180759632638,11
FDT20,10.5,1,0.041387618,Fruits and Vegetables,40.1164,OUT035,2004,1.0,3,3,849.5608,3,21.177393784088302,9
NCN19,13.1,3,0.012148836000000001,Others,191.35299999999998,OUT018,2009,3.0,2,2,1328.271,3,6.941469430842475,4
FDW21,12.857645184135976,2,0.005935001,Snack Foods,98.8358,OUT027,1985,3.0,2,4,2010.7160000000001,2,20.344004905105233,28
FDF34,9.3,2,0.014047825,Snack Foods,196.5084,OUT045,2002,3.0,3,3,4364.9848,1,22.212713553211977,11
FDI28,14.3,3,0.026375082,Frozen Foods,79.6302,OUT045,2002,3.0,3,3,792.302,3,9.949767801663189,11
FDG44,12.857645184135976,3,0.0,Fruits and Vegetables,55.7298,OUT027,1985,3.0,2,4,2804.3496,2,50.32046768515229,28
DRF60,10.8,1,0.052174319000000004,Soft Drinks,240.3564,OUT045,2002,3.0,3,3,4290.4152,1,17.850222419706736,11
FDQ36,12.857645184135976,2,0.0,Baking Goods,38.1848,OUT019,1985,1.0,1,1,37.2848,3,0.97643041210115,28
FDP34,12.85,1,0.13778685599999999,Snack Foods,157.763,OUT018,2009,3.0,2,2,2659.8709999999996,2,16.859916456963923,4
FDA20,6.78,3,0.06660848700000001,Fruits and Vegetables,184.62400000000002,OUT035,2004,1.0,3,3,5406.295999999999,1,29.28273680561573,9
