Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,OUT010,OUT013,OUT017,OUT018,OUT019,OUT027,OUT035,OUT045,OUT046,OUT049
FDB26,14.0,1,0.031267496,0,51.464,16,0,0,2,692.432,0,0,0,0,0,0,0,0,1,0
FDC29,8.39,1,0.024304264,2,114.0176,4,1,2,1,1488.7288,0,0,0,1,0,0,0,0,0,0
FDY58,11.65,0,0.040144377,2,228.9694,6,2,2,2,6622.7126,0,0,1,0,0,0,0,0,0,0
FDR59,14.5,1,0.063851475,0,260.4594,9,0,2,2,3139.9128,0,0,0,0,0,0,1,0,0,0
FDS03,12.857645184135976,0,0.079243005,1,65.8826,28,1,2,3,1614.565,0,0,0,0,0,1,0,0,0,0
FDR43,18.2,0,0.161355122,2,38.319,26,2,2,2,585.904,0,1,0,0,0,0,0,0,0,0
FDZ25,12.857645184135976,1,0.02748331,0,169.37900000000002,28,1,2,3,5602.706999999999,0,0,0,0,0,1,0,0,0,0
NCN26,10.85,0,0.028738057999999997,2,117.1808,11,2,2,2,703.0848,0,0,0,0,0,0,0,1,0,0
FDO38,17.25,0,0.073135768,0,77.2986,4,1,2,1,1012.6818,0,0,0,1,0,0,0,0,0,0
FDP28,13.65,1,0.081096613,2,261.2936,6,2,2,2,3131.9232,0,0,1,0,0,0,0,0,0,0
FDG31,12.15,0,0.063430788,1,65.4826,15,2,2,0,258.3304,1,0,0,0,0,0,0,0,0,0
FDI45,13.1,0,0.037549969,2,176.1054,26,2,2,2,4027.4242,0,1,0,0,0,0,0,0,0,0
NCS54,13.6,0,0.016726506000000002,2,176.037,15,2,2,0,352.874,1,0,0,0,0,0,0,0,0,0
FDE17,20.1,1,0.054565932000000004,2,152.2366,11,2,2,2,2418.1856,0,0,0,0,0,0,0,1,0,0
NCG06,16.35,0,0.029445361,2,257.6646,16,0,0,2,2061.3168,0,0,0,0,0,0,0,0,1,0
FDQ57,12.857645184135976,0,0.048932712999999996,2,144.476,28,0,0,0,146.476,0,0,0,0,1,0,0,0,0,0
NCB31,6.235,0,0.11865191900000001,2,263.991,9,0,2,2,4207.856,0,0,0,0,0,0,1,0,0,0
NCP29,8.42,0,0.112728355,1,65.8168,4,1,2,1,830.9184,0,0,0,1,0,0,0,0,0,0
NCX29,12.857645184135976,0,0.15609456900000002,1,144.3102,28,0,0,0,145.8102,0,0,0,0,1,0,0,0,0,0
FDU37,9.5,1,0.10493392800000001,0,78.796,4,1,2,1,1198.44,0,0,0,1,0,0,0,0,0,0
FDM02,12.5,1,0.12341737,0,86.0198,15,2,2,0,87.2198,1,0,0,0,0,0,0,0,0,0
FDN16,12.6,1,0.062700289,2,102.199,16,0,0,2,1960.781,0,0,0,0,0,0,0,0,1,0
FDR46,16.85,0,0.139417654,2,147.476,16,0,0,2,2929.52,0,0,0,0,0,0,0,0,1,0
FDE50,12.857645184135976,1,0.01612717,0,189.3556,28,1,2,3,2253.0672,0,0,0,0,0,1,0,0,0,0
FDL52,6.635,1,0.07714555299999999,2,39.8506,15,2,2,0,75.9012,1,0,0,0,0,0,0,0,0,0
FDQ49,20.2,1,0.039215075,0,157.66299999999998,26,2,2,2,2190.482,0,1,0,0,0,0,0,0,0,0
FDI14,14.1,0,0.08985964199999999,0,140.2496,11,2,2,2,1693.7952,0,0,0,0,0,0,0,1,0,0
FDS16,15.15,1,0.066121873,2,145.67600000000002,26,2,2,2,3661.9,0,1,0,0,0,0,0,0,0,0
FDU15,13.65,1,0.026643447999999997,1,37.9532,14,1,0,2,862.8768,0,0,0,0,0,0,0,0,0,1
NCG43,12.857645184135976,0,0.073879939,2,94.0462,28,1,2,3,1850.924,0,0,0,0,0,1,0,0,0,0
FDR23,12.857645184135976,0,0.08139146,0,177.83700000000002,28,1,2,3,6351.732,0,0,0,0,0,1,0,0,0,0
FDS52,12.857645184135976,0,0.005448005,2,102.1016,28,1,2,3,3542.0559999999996,0,0,0,0,0,1,0,0,0,0
NCP18,12.15,0,0.028714747000000002,2,151.9708,4,1,2,1,3611.2992,0,0,0,1,0,0,0,0,0,0
DRF23,12.857645184135976,0,0.122058364,1,172.8396,28,1,2,3,7152.0236,0,0,0,0,0,1,0,0,0,0
FDO09,13.5,1,0.125528734,2,262.191,11,2,2,2,6048.793000000001,0,0,0,0,0,0,0,1,0,0
FDB40,17.5,1,0.007555175999999999,1,145.9102,11,2,2,2,2187.153,0,0,0,0,0,0,0,1,0,0
DRK37,12.857645184135976,0,0.077046505,1,189.453,28,0,0,0,759.012,0,0,0,0,1,0,0,0,0,0
DRN11,7.85,0,0.162980276,1,145.2444,16,0,0,2,1451.444,0,0,0,0,0,0,0,0,1,0
FDE22,9.695,0,0.029632784,2,159.692,11,2,2,2,958.752,0,0,0,0,0,0,0,1,0,0
FDF04,17.5,0,0.013634468,2,256.4304,9,0,2,2,1808.3128,0,0,0,0,0,0,1,0,0,0
FDE41,9.195,1,0.064376263,2,83.1566,6,2,2,2,1099.2358,0,0,1,0,0,0,0,0,0,0
FDW08,12.857645184135976,0,0.147663025,2,106.02799999999999,28,1,2,3,1810.976,0,0,0,0,0,1,0,0,0,0
NCD54,21.1,0,0.029003459,2,143.4786,9,0,2,2,2311.6576,0,0,0,0,0,0,1,0,0,0
FDZ33,10.195,0,0.10783454099999999,2,146.5076,4,1,2,1,1330.2684,0,0,0,1,0,0,0,0,0,0
FDO23,17.85,0,0.146399663,0,93.8436,9,0,2,2,1418.154,0,0,0,0,0,0,1,0,0,0
FDN34,15.6,1,0.04575559,2,167.1132,9,0,2,2,2874.9244,0,0,0,0,0,0,1,0,0,0
FDL39,16.1,1,0.063278652,1,182.1318,26,2,2,2,2345.6134,0,1,0,0,0,0,0,0,0,0
FDT28,13.3,0,0.063664998,2,151.6708,14,1,0,2,3912.2408,0,0,0,0,0,0,0,0,0,1
FDH33,12.85,0,0.12222126900000001,2,45.9428,4,1,2,1,1274.3412,0,0,0,1,0,0,0,0,0,0
FDA34,11.5,0,0.014944613999999998,0,171.808,6,2,2,2,5712.564,0,0,1,0,0,0,0,0,0,0
FDZ56,16.25,0,0.025732114,2,166.4474,9,0,2,2,5390.3168,0,0,0,0,0,0,1,0,0,0
DRH23,14.65,0,0.171281641,1,54.0614,6,2,2,2,1160.4894,0,0,1,0,0,0,0,0,0,0
NCO18,13.15,0,0.024646607999999997,2,177.4686,9,0,2,2,5510.8266,0,0,0,0,0,0,1,0,0,0
DRG27,8.895,0,0.0,1,42.0138,4,1,2,1,568.5932,0,0,0,1,0,0,0,0,0,0
FDM28,15.7,0,0.075661985,2,181.36599999999999,15,2,2,0,179.766,1,0,0,0,0,0,0,0,0,0
NCY41,16.75,0,0.126765903,1,35.7532,15,2,2,0,143.8128,1,0,0,0,0,0,0,0,0,0
FDD21,10.3,1,0.030563449,2,114.4176,9,0,2,2,2633.9048,0,0,0,0,0,0,1,0,0,0
FDD44,8.05,1,0.078522357,2,257.1646,14,1,0,2,6183.9504,0,0,0,0,0,0,0,0,0,1
FDP16,18.6,0,0.039294854,2,246.6802,16,0,0,2,2702.4822,0,0,0,0,0,0,0,0,1,0
FDQ37,20.75,0,0.08926066699999999,0,193.4478,16,0,0,2,4843.695,0,0,0,0,0,0,0,0,1,0
NCY05,13.5,0,0.05510153,1,37.0874,11,2,2,2,952.7598,0,0,0,0,0,0,0,1,0,0
NCE07,8.18,0,0.013127548000000001,2,142.0154,9,0,2,2,1985.4156,0,0,0,0,0,0,1,0,0,0
DRI51,17.25,0,0.042233642,1,173.3764,9,0,2,2,2061.3168,0,0,0,0,0,0,1,0,0,0
NCI31,20.0,0,0.081492092,0,35.519,11,2,2,2,1025.3319999999999,0,0,0,0,0,0,0,1,0,0
FDK60,16.5,1,0.0,2,96.2068,16,0,0,2,3013.4108,0,0,0,0,0,0,0,0,1,0
FDY12,9.8,1,0.14061104,2,49.8008,16,0,0,2,809.6128,0,0,0,0,0,0,0,0,1,0
FDO38,17.25,0,0.072952298,0,76.0986,14,1,0,2,623.1888,0,0,0,0,0,0,0,0,0,1
FDP11,15.85,0,0.06908748099999999,0,218.7166,9,0,2,2,1088.583,0,0,0,0,0,0,1,0,0,0
FDC21,12.857645184135976,1,0.075215349,2,108.4254,28,0,0,0,217.0508,0,0,0,0,1,0,0,0,0,0
NCF54,18.0,0,0.047645037,2,172.6422,6,2,2,2,2931.5174,0,0,1,0,0,0,0,0,0,0
FDC35,12.857645184135976,0,0.12224284699999999,0,207.5638,28,1,2,3,4555.4036,0,0,0,0,0,1,0,0,0,0
FDV43,16.0,0,0.076975118,2,46.2086,14,1,0,2,490.6946,0,0,0,0,0,0,0,0,0,1
DRE12,4.59,0,0.070890602,1,111.686,14,1,0,2,1584.604,0,0,0,0,0,0,0,0,0,1
DRE27,11.85,0,0.132560174,1,97.2726,26,2,2,2,782.9808,0,1,0,0,0,0,0,0,0,0
DRC36,12.857645184135976,1,0.044767032000000005,1,173.7054,28,1,2,3,5778.4782,0,0,0,0,0,1,0,0,0,0
FDZ38,12.857645184135976,0,0.007962273,1,174.0422,28,1,2,3,5173.266,0,0,0,0,0,1,0,0,0,0
NCW42,18.2,0,0.058799705,2,220.7456,6,2,2,2,4420.912,0,0,1,0,0,0,0,0,0,0
NCZ18,7.825,0,0.186445212,2,255.5698,11,2,2,2,1522.0188,0,0,0,0,0,0,0,1,0,0
FDL13,12.857645184135976,1,0.098606543,0,232.73,28,0,0,0,932.12,0,0,0,0,1,0,0,0,0,0
NCN18,8.895,0,0.125222705,2,113.3544,4,1,2,1,1006.6896,0,0,0,1,0,0,0,0,0,0
FDI41,18.5,1,0.062609071,2,148.6418,6,2,2,2,1765.7016,0,0,1,0,0,0,0,0,0,0
FDV22,14.85,1,0.009930514,2,157.463,26,2,2,2,2503.408,0,1,0,0,0,0,0,0,0,0
NCB43,12.857645184135976,0,0.099428487,2,187.8898,28,1,2,3,7296.5022,0,0,0,0,0,1,0,0,0,0
FDQ46,7.51,0,0.10379339900000001,2,110.1544,9,0,2,2,2684.5056,0,0,0,0,0,0,1,0,0,0
FDC44,15.6,0,0.0,2,111.9518,14,1,0,2,2163.1842,0,0,0,0,0,0,0,0,0,1
FDB22,8.02,0,0.11141958800000001,2,154.3998,9,0,2,2,3383.5956,0,0,0,0,0,0,1,0,0,0
FDV23,11.0,0,0.106051405,0,124.4046,11,2,2,2,2241.0828,0,0,0,0,0,0,0,1,0,0
FDK10,12.857645184135976,1,0.04016342,2,181.166,28,1,2,3,3415.554,0,0,0,0,0,1,0,0,0,0
FDF05,17.5,0,0.026925385,2,264.39099999999996,11,2,2,2,5259.82,0,0,0,0,0,0,0,1,0,0
FDL33,7.235,0,0.099962524,2,193.8452,16,0,0,2,1957.4520000000002,0,0,0,0,0,0,0,0,1,0
FDD20,12.857645184135976,0,0.020614212,2,126.4046,28,1,2,3,5353.6978,0,0,0,0,0,1,0,0,0,0
NCM54,12.857645184135976,0,0.050692386,2,125.6678,28,1,2,3,4832.3764,0,0,0,0,0,1,0,0,0,0
FDW48,18.0,0,0.008589133,2,81.0618,6,2,2,2,1450.1124,0,0,1,0,0,0,0,0,0,0
DRF36,16.1,0,0.023673342000000003,1,189.0846,4,1,2,1,5350.3688,0,0,0,1,0,0,0,0,0,0
NCM06,7.475,0,0.075881475,2,155.2656,11,2,2,2,2934.8464,0,0,0,0,0,0,0,1,0,0
NCA54,16.5,0,0.061330521,2,178.7318,15,2,2,0,360.8636,1,0,0,0,0,0,0,0,0,0
FDT46,11.35,0,0.030869612,2,49.8008,11,2,2,2,708.4112,0,0,0,0,0,0,0,1,0,0
FDH20,16.1,1,0.024944396,2,95.441,9,0,2,2,2220.4429999999998,0,0,0,0,0,0,1,0,0,0
FDT38,18.7,0,0.057654132000000004,1,83.1566,11,2,2,2,1606.5754,0,0,0,0,0,0,0,1,0,0
NCI17,8.645,0,0.14371350800000002,1,96.641,11,2,2,2,868.8689999999999,0,0,0,0,0,0,0,1,0,0
FDO40,17.1,0,0.032812668999999996,2,147.1392,6,2,2,2,2237.0879999999997,0,0,1,0,0,0,0,0,0,0
FDP12,9.8,1,0.045266806,2,36.9874,16,0,0,2,705.748,0,0,0,0,0,0,0,0,1,0
FDI44,12.857645184135976,0,0.09974748800000001,2,75.2328,28,1,2,3,1544.656,0,0,0,0,0,1,0,0,0,0
FDB21,12.857645184135976,0,0.0,2,242.9854,28,1,2,3,6767.1912,0,0,0,0,0,1,0,0,0,0
FDG16,15.25,0,0.089742065,2,213.7192,26,2,2,2,1078.596,0,1,0,0,0,0,0,0,0,0
NCZ42,10.5,0,0.011351778,2,236.5248,6,2,2,2,4029.4216,0,0,1,0,0,0,0,0,0,0
NCJ30,5.82,0,0.081096613,2,170.37900000000002,6,2,2,2,1018.674,0,0,1,0,0,0,0,0,0,0
FDV49,10.0,0,0.025827199,0,263.2226,16,0,0,2,3700.5164,0,0,0,0,0,0,0,0,1,0
NCO43,5.5,0,0.0,0,103.1016,11,2,2,2,2024.0320000000002,0,0,0,0,0,0,0,1,0,0
NCF18,18.35,0,0.148938624,2,191.9504,15,2,2,0,767.0016,1,0,0,0,0,0,0,0,0,0
NCX41,19.0,0,0.0,1,211.0244,15,2,2,0,1482.0708,1,0,0,0,0,0,0,0,0,0
FDY11,6.71,1,0.029535852,2,67.5142,26,2,2,2,593.2278,0,1,0,0,0,0,0,0,0,0
FDU46,10.3,1,0.011143598999999999,2,88.25399999999999,14,1,0,2,1125.202,0,0,0,0,0,0,0,0,0,1
NCI18,18.35,0,0.014045832,2,222.7746,14,1,0,2,1570.6222,0,0,0,0,0,0,0,0,0,1
FDL38,13.8,1,0.014730321999999999,0,90.9172,9,0,2,2,2141.2128,0,0,0,0,0,0,1,0,0,0
FDY60,10.5,1,0.026520107,2,144.8128,6,2,2,2,2157.192,0,0,1,0,0,0,0,0,0,0
FDF53,20.75,1,0.08373655099999999,2,178.7318,14,1,0,2,3428.2042,0,0,0,0,0,0,0,0,0,1
NCM05,12.857645184135976,0,0.059557164,1,263.7226,28,1,2,3,6872.3876,0,0,0,0,0,1,0,0,0,0
FDR13,9.895,1,0.028837829,0,117.8492,4,1,2,1,1506.0396,0,0,0,1,0,0,0,0,0,0
FDA49,12.857645184135976,0,0.11366962900000001,0,89.0198,28,0,0,0,174.4396,0,0,0,0,1,0,0,0,0,0
FDY52,12.857645184135976,0,0.012865901,2,59.3536,28,0,0,0,122.5072,0,0,0,0,1,0,0,0,0,0
FDL02,12.857645184135976,1,0.182236555,0,107.1622,28,0,0,0,211.7244,0,0,0,0,1,0,0,0,0,0
FDO24,11.1,0,0.17606902300000002,2,156.7604,26,2,2,2,1901.5248,0,1,0,0,0,0,0,0,0,0
FDM08,10.1,1,0.053574075,2,223.7088,9,0,2,2,2684.5056,0,0,0,0,0,0,1,0,0,0
FDJ02,12.857645184135976,1,0.044063785,0,147.2418,28,0,0,0,294.2836,0,0,0,0,1,0,0,0,0,0
FDW40,14.0,1,0.105573769,2,143.9812,4,1,2,1,1139.8496,0,0,0,1,0,0,0,0,0,0
FDT46,12.857645184135976,0,0.030657949,2,50.5008,28,1,2,3,1012.0160000000001,0,0,0,0,0,1,0,0,0,0
FDY08,9.395,1,0.172042892,2,139.9838,6,2,2,2,1966.7732,0,0,1,0,0,0,0,0,0,0
FDM21,12.857645184135976,0,0.064052392,2,256.1646,28,1,2,3,7472.2734,0,0,0,0,0,1,0,0,0,0
FDH26,12.857645184135976,1,0.034531702000000004,0,142.2496,28,1,2,3,2399.5432,0,0,0,0,0,1,0,0,0,0
NCM42,6.13,0,0.028365524,2,110.0912,14,1,0,2,1637.868,0,0,0,0,0,0,0,0,0,1
FDW13,8.5,0,0.09786620900000001,0,51.1324,9,0,2,2,1350.2424,0,0,0,0,0,0,1,0,0,0
FDN04,12.857645184135976,1,0.01401884,2,178.1344,28,1,2,3,3747.1224,0,0,0,0,0,1,0,0,0,0
NCD07,9.1,0,0.0,2,114.4518,16,0,0,2,1593.9252,0,0,0,0,0,0,0,0,1,0
FDB34,15.25,0,0.044539370999999994,2,85.3198,15,2,2,0,261.6594,1,0,0,0,0,0,0,0,0,0
FDD09,13.5,0,0.0,2,179.9976,26,2,2,2,4889.6352,0,1,0,0,0,0,0,0,0,0
DRH59,10.8,0,0.0,1,72.33800000000001,14,1,0,2,805.618,0,0,0,0,0,0,0,0,0,1
DRN36,15.2,0,0.050168354000000005,1,95.3752,9,0,2,2,1438.128,0,0,0,0,0,0,1,0,0,0
DRA24,19.35,1,0.040154087000000005,1,164.6868,6,2,2,2,1146.5076,0,0,1,0,0,0,0,0,0,0
FDY36,12.857645184135976,0,0.009364957,2,74.238,28,1,2,3,1171.808,0,0,0,0,0,1,0,0,0,0
FDG34,11.5,1,0.037539164,2,106.9254,26,2,2,2,3038.7112,0,1,0,0,0,0,0,0,0,0
FDK43,9.8,0,0.026992587999999998,1,127.302,6,2,2,2,2277.036,0,0,1,0,0,0,0,0,0,0
NCM06,7.475,0,0.076156245,2,156.4656,6,2,2,2,2008.0528,0,0,1,0,0,0,0,0,0,0
FDK22,9.8,0,0.026192765,2,215.685,4,1,2,1,649.155,0,0,0,1,0,0,0,0,0,0
FDF21,12.857645184135976,1,0.058542509000000006,2,188.35299999999998,28,1,2,3,4364.319,0,0,0,0,0,1,0,0,0,0
FDO33,14.75,0,0.089686322,2,115.3518,4,1,2,1,1821.6288,0,0,0,1,0,0,0,0,0,0
NCO43,5.5,0,0.047364617000000005,0,100.0016,6,2,2,2,708.4112,0,0,1,0,0,0,0,0,0,0
FDX15,17.2,0,0.156269303,1,159.6578,9,0,2,2,3048.6982,0,0,0,0,0,0,1,0,0,0
FDS10,19.2,0,0.035185588,2,181.3318,16,0,0,2,1443.4544,0,0,0,0,0,0,0,0,1,0
FDD46,12.857645184135976,0,0.247321039,2,152.3998,28,0,0,0,153.7998,0,0,0,0,1,0,0,0,0,0
FDV22,14.85,1,0.009979271,2,155.763,4,1,2,1,3129.26,0,0,0,1,0,0,0,0,0,0
NCR29,7.565,0,0.054863459,1,58.393,4,1,2,1,509.337,0,0,0,1,0,0,0,0,0,0
FDU34,18.25,0,0.07562026200000001,2,123.8046,6,2,2,2,3486.1288,0,0,1,0,0,0,0,0,0,0
FDZ35,9.6,1,0.02236923,0,104.79899999999999,4,1,2,1,1341.5870000000002,0,0,0,1,0,0,0,0,0,0
FDA26,7.855,1,0.07390646099999999,1,218.4482,9,0,2,2,4819.0604,0,0,0,0,0,0,1,0,0,0
FDP38,10.1,0,0.032283676000000004,0,52.2008,6,2,2,2,759.012,0,0,1,0,0,0,0,0,0,0
FDT22,10.395,0,0.11207602,2,58.022,9,0,2,2,659.1419999999999,0,0,0,0,0,0,1,0,0,0
FDA50,16.25,0,0.087668236,1,94.941,6,2,2,2,1737.7379999999998,0,0,1,0,0,0,0,0,0,0
FDY10,17.6,0,0.049067877,2,115.6176,16,0,0,2,2519.3872,0,0,0,0,0,0,0,0,1,0
FDC09,15.5,1,0.026355345,2,100.8332,11,2,2,2,1537.9979999999998,0,0,0,0,0,0,0,1,0,0
FDT19,7.59,1,0.145631695,2,172.808,4,1,2,1,2250.404,0,0,0,1,0,0,0,0,0,0
FDO34,12.857645184135976,0,0.029793955,2,167.2816,28,1,2,3,5704.5744,0,0,0,0,0,1,0,0,0,0
NCV54,11.1,0,0.033160417000000005,2,119.6124,14,1,0,2,2251.7356,0,0,0,0,0,0,0,0,0,1
FDH57,12.857645184135976,0,0.035574413,2,131.4284,28,1,2,3,5404.9644,0,0,0,0,0,1,0,0,0,0
FDA28,16.1,1,0.047801882999999996,2,127.4362,16,0,0,2,2265.0516,0,0,0,0,0,0,0,0,1,0
FDB05,5.155,0,0.083198341,2,246.0776,16,0,0,2,990.7104,0,0,0,0,0,0,0,0,1,0
FDK45,12.857645184135976,0,0.059281315,0,111.586,28,0,0,0,339.55800000000005,0,0,0,0,1,0,0,0,0,0
DRH01,12.857645184135976,0,0.17141731600000001,1,173.0738,28,0,0,0,347.5476,0,0,0,0,1,0,0,0,0,0
FDY52,6.365,0,0.007348286,2,62.8536,16,0,0,2,796.2968,0,0,0,0,0,0,0,0,1,0
FDR48,11.65,0,0.0,2,152.6024,9,0,2,2,303.6048,0,0,0,0,0,0,1,0,0,0
FDY15,18.25,1,0.170795745,1,154.463,9,0,2,2,2190.482,0,0,0,0,0,0,1,0,0,0
FDM51,11.8,1,0.025966531,1,102.2674,14,1,0,2,2444.8176,0,0,0,0,0,0,0,0,0,1
FDR43,18.2,0,0.161489509,2,37.619,16,0,0,2,366.19,0,0,0,0,0,0,0,0,1,0
FDW09,13.65,1,0.025899245,2,81.1302,26,2,2,2,792.302,0,1,0,0,0,0,0,0,0,0
FDV44,8.365,1,0.039906377,2,191.3188,14,1,0,2,1713.7692,0,0,0,0,0,0,0,0,0,1
DRH37,12.857645184135976,0,0.072864869,1,165.2526,28,0,0,0,822.263,0,0,0,0,1,0,0,0,0,0
FDZ47,20.7,1,0.079419755,2,99.8042,14,1,0,2,1488.0629999999999,0,0,0,0,0,0,0,0,0,1
NCP43,17.75,0,0.03050705,0,180.36599999999999,16,0,0,2,2336.958,0,0,0,0,0,0,0,0,1,0
FDL26,18.0,0,0.073490977,0,157.3972,4,1,2,1,778.9860000000001,0,0,0,1,0,0,0,0,0,0
DRM35,9.695,0,0.07084301900000001,1,177.7344,6,2,2,2,1605.9096,0,0,1,0,0,0,0,0,0,0
FDM39,6.42,0,0.053688479000000004,1,178.3002,4,1,2,1,2328.3026,0,0,0,1,0,0,0,0,0,0
DRD15,10.6,0,0.056911107,1,233.9642,11,2,2,2,3717.8272,0,0,0,0,0,0,0,1,0,0
NCK06,5.03,0,0.014472516000000001,2,122.0756,15,2,2,0,121.1756,1,0,0,0,0,0,0,0,0,0
FDV04,7.825,1,0.150319469,2,156.9288,11,2,2,2,1571.2879999999998,0,0,0,0,0,0,0,1,0,0
FDG46,12.857645184135976,1,0.032750291,2,112.1518,28,1,2,3,5351.0346,0,0,0,0,0,1,0,0,0,0
FDO19,17.7,1,0.016622448,2,50.2034,14,1,0,2,1166.4816,0,0,0,0,0,0,0,0,0,1
NCN05,8.235,0,0.014482153000000001,1,182.295,14,1,0,2,3661.9,0,0,0,0,0,0,0,0,0,1
DRA12,11.6,0,0.0,1,141.6154,11,2,2,2,3829.0158,0,0,0,0,0,0,0,1,0,0
FDJ02,17.2,1,0.025205909,0,149.1418,14,1,0,2,1177.1344,0,0,0,0,0,0,0,0,0,1
NCK17,11.0,0,0.037971697,1,38.948,11,2,2,2,519.3240000000001,0,0,0,0,0,0,0,1,0,0
FDO58,19.6,0,0.039544237,2,163.6526,26,2,2,2,1151.1682,0,1,0,0,0,0,0,0,0,0
FDB22,8.02,0,0.11161392099999999,2,152.6998,14,1,0,2,3383.5956,0,0,0,0,0,0,0,0,0,1
FDG33,5.365,1,0.140524691,0,172.7764,11,2,2,2,2233.0932,0,0,0,0,0,0,0,1,0,0
FDK58,11.35,1,0.045073782,2,101.9016,11,2,2,2,2631.2416,0,0,0,0,0,0,0,1,0,0
DRH49,12.857645184135976,0,0.043168763,1,82.8592,28,0,0,0,165.1184,0,0,0,0,1,0,0,0,0,0
FDT43,16.35,0,0.020547951000000002,2,51.2324,16,0,0,2,571.2564,0,0,0,0,0,0,0,0,1,0
NCR38,17.25,0,0.113694957,2,253.4724,14,1,0,2,6040.1376,0,0,0,0,0,0,0,0,0,1
DRI39,13.8,0,0.097043739,1,57.493,9,0,2,2,1358.2320000000002,0,0,0,0,0,0,1,0,0,0
NCZ05,8.485,0,0.058121214000000004,1,104.499,9,0,2,2,1238.388,0,0,0,0,0,0,1,0,0,0
FDU21,11.8,1,0.07665661,2,32.3558,26,2,2,2,169.77900000000002,0,1,0,0,0,0,0,0,0,0
NCP54,15.35,0,0.035204319,2,122.87299999999999,14,1,0,2,2832.9790000000003,0,0,0,0,0,0,0,0,0,1
NCX29,10.0,0,0.08933333199999999,1,145.6102,11,2,2,2,2624.5836,0,0,0,0,0,0,0,1,0,0
FDV01,19.2,1,0.0,0,153.3314,6,2,2,2,3257.7594,0,0,1,0,0,0,0,0,0,0
NCS17,18.6,0,0.080956792,1,95.2436,6,2,2,2,1796.3284,0,0,1,0,0,0,0,0,0,0
NCN07,18.5,0,0.03391645,0,130.9284,26,2,2,2,1713.7692,0,1,0,0,0,0,0,0,0,0
FDB14,20.25,1,0.102704495,0,94.31200000000001,9,0,2,2,2982.784,0,0,0,0,0,0,1,0,0,0
NCJ18,12.35,0,0.163910938,2,119.2124,9,0,2,2,1303.6364,0,0,0,0,0,0,1,0,0,0
FDF57,14.5,1,0.058827383,2,172.2448,16,0,0,2,2897.5616,0,0,0,0,0,0,0,0,1,0
DRG01,14.8,0,0.044840933,1,78.367,26,2,2,2,918.804,0,1,0,0,0,0,0,0,0,0
FDA02,14.0,1,0.029843736000000003,1,143.9786,4,1,2,1,866.8716,0,0,0,1,0,0,0,0,0,0
DRJ37,10.8,0,0.061446997,1,150.4024,6,2,2,2,2884.2456,0,0,1,0,0,0,0,0,0,0
NCP55,14.65,0,0.011180713,0,53.8614,26,2,2,2,221.0456,0,1,0,0,0,0,0,0,0,0
FDW45,12.857645184135976,0,0.038822077,2,147.7418,28,1,2,3,1618.5598,0,0,0,0,0,1,0,0,0,0
FDK38,6.65,0,0.05339798900000001,0,149.3734,11,2,2,2,296.9468,0,0,0,0,0,0,0,1,0,0
NCZ30,6.59,0,0.043828293,2,121.4098,15,2,2,0,241.0196,1,0,0,0,0,0,0,0,0,0
FDK08,12.857645184135976,1,0.21413978600000003,2,102.4016,28,0,0,0,202.4032,0,0,0,0,1,0,0,0,0,0
DRY23,9.395,1,0.10907574199999999,1,42.9112,9,0,2,2,426.11199999999997,0,0,0,0,0,0,1,0,0,0
FDT31,19.75,0,0.012448293999999999,2,188.2872,16,0,0,2,2647.2208,0,0,0,0,0,0,0,0,1,0
FDU52,7.56,0,0.064030636,2,154.463,4,1,2,1,2503.408,0,0,0,1,0,0,0,0,0,0
NCG19,20.25,0,0.14781046,2,234.8616,26,2,2,2,2812.3392,0,1,0,0,0,0,0,0,0,0
NCR30,20.6,0,0.07113694799999999,2,76.3696,11,2,2,2,372.848,0,0,0,0,0,0,0,1,0,0
FDN23,6.575,1,0.07566089,0,145.4444,11,2,2,2,2612.5992,0,0,0,0,0,0,0,1,0,0
FDQ01,19.7,1,0.16102755,0,254.1014,11,2,2,2,4845.0266,0,0,0,0,0,0,0,1,0,0
FDO22,13.5,1,0.029893094,2,81.096,15,2,2,0,159.792,1,0,0,0,0,0,0,0,0,0
DRE13,6.28,0,0.027761288999999998,1,85.8198,11,2,2,2,872.198,0,0,0,0,0,0,0,1,0,0
FDL44,18.25,0,0.012272797,2,160.2894,9,0,2,2,3235.788,0,0,0,0,0,0,1,0,0,0
FDT34,9.3,0,0.174317307,2,106.7964,9,0,2,2,841.5712,0,0,0,0,0,0,1,0,0,0
DRM23,16.6,0,0.135707553,1,170.6422,9,0,2,2,1379.5376,0,0,0,0,0,0,1,0,0,0
FDF32,16.35,0,0.068219025,2,198.9426,11,2,2,2,3559.3668,0,0,0,0,0,0,0,1,0,0
NCE18,10.0,0,0.021468792,2,251.675,11,2,2,2,4244.475,0,0,0,0,0,0,0,1,0,0
FDA51,12.857645184135976,1,0.16388212900000002,1,113.2518,28,1,2,3,3415.554,0,0,0,0,0,1,0,0,0,0
DRZ24,7.535,0,0.082250143,1,118.344,6,2,2,2,3115.9440000000004,0,0,1,0,0,0,0,0,0,0
FDT48,4.92,0,0.046026479,2,196.5084,14,1,0,2,3769.7596,0,0,0,0,0,0,0,0,0,1
